CAS,haz,SMILES
27134-27-6,1,C1=CC(=C(C(=C1)Cl)Cl)N
576-24-9,1,C1=CC(=C(C(=C1)Cl)Cl)O
120-83-2,1,C1=CC(=C(C=C1Cl)Cl)O
583-78-8,1,C1=CC(=C(C=C1Cl)O)Cl
87-65-0,1,C1=CC(=C(C(=C1)Cl)O)Cl
95-77-2,1,C1=CC(=C(C=C1O)Cl)Cl
5836-73-7,1,C1=CC(=C(C=C1N/N=N/C(=S)N)Cl)Cl
89-75-8,1,C1=CC(=C(C=C1Cl)Cl)C(=O)Cl
120-36-5,1,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl
102-47-6,1,C1=CC(=C(C=C1CCl)Cl)Cl
513-88-2,1,CC(=O)C(Cl)Cl
534-07-6,1,C(C(=O)CCl)Cl
78-87-5,1,CC(CCl)Cl
142-28-9,1,C(CCl)CCl
563-54-2,1,CC(=CCl)Cl
542-75-6,1,C(C=CCl)Cl
78-88-6,1,C=C(CCl)Cl
110-56-5,1,C(CCCl)CCl
75-71-8,1,C(F)(F)(Cl)Cl
623-46-1,1,CCOC(CCl)Cl
111-44-4,1,C(CCl)OCCCl
4109-96-0,1,[SiH2](Cl)Cl
644-97-3,1,C1=CC=C(C=C1)P(Cl)Cl
10545-99-0,1,S(Cl)Cl
563-43-9,1,CC[Al](Cl)Cl
95-73-8,1,CC1=C(C=C(C=C1)Cl)Cl
19398-61-9,1,CC1=C(C=CC(=C1)Cl)Cl
118-69-4,1,CC1=C(C=CC=C1Cl)Cl
95-75-0,1,CC1=CC(=C(C=C1)Cl)Cl
98-87-3,1,C1=CC=C(C=C1)C(Cl)Cl
91-94-1,1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N
463-71-8,1,C(=S)(Cl)Cl
87-56-9,1,C(=O)/C(=C(\C(=O)O)/Cl)/Cl
76-14-2,1,C(C(F)(F)Cl)(F)(F)Cl
628-76-2,1,C(CCCl)CCCl
3209-22-1,1,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-]
611-06-3,1,C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-]
89-61-2,1,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl
99-54-7,1,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl
75-43-4,1,C(F)(Cl)Cl
3018-12-0,1,C(#N)C(Cl)Cl
79-43-6,1,C(C(=O)O)(Cl)Cl
116-54-1,1,COC(=O)C(Cl)Cl
535-15-9,1,CCOC(=O)C(Cl)Cl
75-34-3,1,CC(Cl)Cl
107-06-2,1,C(CCl)Cl
75-35-4,1,C=C(Cl)Cl
540-59-0,1,C(=CCl)Cl
79-36-7,1,C(C(=O)Cl)(Cl)Cl
108-60-1,1,CC(CCl)OC(C)CCl
2782-57-2,1,C1(=O)NC(=O)N(C(=O)N1Cl)Cl
110-65-6,1,C(C#CCO)O
128-91-6,1,C1=CC(=C2C(=C1[N+](=O)[O-])C(=O)C3=C(C=CC(=C3C2=O)[N+](=O)[O-])O)O
51-43-4,1,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
111-42-2,1,C(CO)NCCO
4733-50-0,1,C1=CC(=C(C(=C1O)C#N)C#N)O
1563-66-2,1,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
25512-65-6,1,C1CC=COC1.C1COCC=C1
84-58-2,1,C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N
53220-22-7,1,CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC
110-05-4,1,CC(C)(C)OOC(C)(C)C
16580-06-6,1,CC(C)(C)OOC(=O)CCCCCCCC(=O)OOC(C)(C)C
15667-10-4,1,CCC(C)(C)OOC1(CCCCC1)OOC(C)(C)CC
10508-09-5,1,CCC(C)(C)OOC(C)(C)CC
13319-75-0,1,B(F)(F)F.O.O
3138-42-9,1,CCCCCOP(=O)(O)OCCCCC
124-02-7,1,C=CCNCC=C
538-08-9,1,C=CCN(CC=C)C#N
592-88-1,1,C=CCSCC=C
557-40-4,1,C=CCOCC=C
96-91-3,1,C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-]
63868-82-6,1,C1=C(C=C(C(=C1N)[O-])[N+](=O)[O-])[N+](=O)[O-].C1=C(C=C(C(=C1N)[O-])[N+](=O)[O-])[N+](=O)[O-].C1=C(C=C(C(=C1N)[O-])[N+](=O)[O-])[N+](=O)[O-].C1=C(C=C(C(=C1N)[O-])[N+](=O)[O-])[N+](=O)[O-].[Zr+4]
831-52-7,1,C1=C(C=C(C(=C1N)[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]
528-29-0,1,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]
99-65-0,1,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
100-25-4,1,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
606-22-4,1,C1=CC(=C(C(=C1)[N+](=O)[O-])N)[N+](=O)[O-]
618-87-1,1,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N
25550-58-7,1,C1=CC(=C(C(=C1)O)[N+](=O)[O-])[N+](=O)[O-]
51-28-5,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
329-71-5,1,C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
573-56-8,1,C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
1011-73-0,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-].[Na+]
1656-44-6,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)Cl
119-27-7,1,COC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
99-33-2,1,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)Cl
119-26-6,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN
6125-21-9,1,C(C[N+](=O)[O-])C[N+](=O)[O-]
595-49-3,1,CC(C)([N+](=O)[O-])[N+](=O)[O-]
961-68-2,1,C1=CC=C(C=C1)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
55510-04-8,1,C12C(NC(=O)N1[N+](=O)[O-])N(C(=O)N2)[N+](=O)[O-]
121-14-2,1,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
606-20-2,1,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-]
519-44-8,1,C1=CC(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O
38094-35-8,1,C1=CC=C(C=C1)C2=C(C(=CC=C2)[N+](=O)[O-])[N+](=O)[O-]
5787-96-2,1,CC1=CC(=CC(=C1[O-])[N+](=O)[O-])[N+](=O)[O-].[K+]
2312-76-7,1,CC1=CC(=CC(=C1[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]
610-57-1,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])CCl
605-71-0,1,C1=CC2=C(C=CC=C2[N+](=O)[O-])C(=C1)[N+](=O)[O-]
602-38-0,1,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=CC=C2)[N+](=O)[O-]
605-69-6,1,C1=CC=C2C(=C1)C(=CC(=C2O)[N+](=O)[O-])[N+](=O)[O-]
887-79-6,1,C1=CC=C2C(=C1)C(=CC(=C2[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]
5405-53-8,1,C1C2=C(C=CC(=C2)[N+](=O)[O-])C3=C1C=C(C=C3)[N+](=O)[O-]
25109-57-3,1,CC(=O)C(CBr)Br
1689-84-5,1,C1=C(C=C(C(=C1Br)O)Br)C#N
583-53-9,1,C1=CC=C(C(=C1)Br)Br
615-57-6,1,C1=CC(=C(C=C1Br)Br)N
3638-73-1,1,C1=CC(=C(C=C1Br)N)Br
78-75-1,1,CC(CBr)Br
75-61-6,1,C(F)(F)(Br)Br
74-95-3,1,C(Br)Br
106-93-4,1,C(CBr)Br
133-55-1,1,CN(C(=O)C1=CC=C(C=C1)C(=O)N(C)N=O)N=O
25550-55-4,1,C1=CC=C(C(=C1)N=O)N=O
118-02-5,1,C1=CC(=O)C(=NO)C(=O)C1=NO
101-25-7,1,C1N2CN(CN1CN(C2)N=O)N=O
111-40-0,1,C(CNCCN)N
10102-44-0,1,N(=O)[O]
298-18-0,1,C1[C@@H](O1)[C@H]2CO2
10049-04-4,1,O=Cl[O]
1309-60-0,1,O=[Pb]=O
124-38-9,1,C(=O)=O
646-06-0,1,C1COCO1
123-91-1,1,C1COCCO1
78-53-5,1,CCN(CC)CCSP(=O)(OCC)OCC
100-35-6,1,CCN(CC)CCCl
109-89-7,1,CCNCC
693-21-0,1,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-]
104-78-9,1,CCN(CC)CCCN
84-95-7,1,CCN(CC)C1=CC=CC2=CC=CC=C21
947-02-4,1,CCOP(=O)(N=C1SCCS1)OCC
950-10-7,1,CCOP(=O)(N=C1SCC(S1)C)OCC
21548-32-3,1,CCOP(=O)(N=C1SCS1)OCC
67329-01-5,1,CCOP(=O)(OCC)OC(/C=C/OCCCl)C(Cl)Cl
8065-48-3,1,CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC
56-72-4,1,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
299-45-6,1,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=CC(=O)O2)C
311-45-5,1,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
56-38-2,1,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
4824-78-6,1,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl
470-90-6,1,CCOP(=O)(OCC)O/C(=C/Cl)/C1=C(C=C(C=C1)Cl)Cl
297-97-2,1,CCOP(=S)(OCC)OC1=NC=CN=C1
13593-03-8,1,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
2275-14-1,1,CCOP(=S)(OCC)SCSC1=C(C=CC(=C1)Cl)Cl
10311-84-9,1,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O
298-04-4,1,CCOP(=S)(OCC)SCCSCC
115-90-2,1,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C
786-19-6,1,CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl
3270-86-8,1,CCOP(=O)(OCC)SC1=CC=C(C=C1)[N+](=O)[O-]
298-02-2,1,CCOP(=S)(OCC)SCSCC
2275-18-5,1,CCOP(=S)(OCC)SCC(=O)NC(C)C
3734-95-0,1,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N
24934-91-6,1,CCOP(=S)(OCC)SCCl
13071-79-9,1,CCOP(=S)(OCC)SCSC(C)(C)C
140-80-7,1,CCN(CC)CCCC(C)N
617-83-4,1,CCN(CC)C#N
135-01-3,1,CCC1=CC=CC=C1CC
141-93-5,1,CCC1=CC(=CC=C1)CC
105-05-5,1,CCC1=CC=C(C=C1)CC
91-66-7,1,CCN(CC)C1=CC=CC=C1
15972-60-8,1,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl
613-48-9,1,CCN(CC)C1=CC=C(C=C1)C
1719-53-5,1,CC[Si](CC)(Cl)Cl
627-44-1,1,CC[Hg]CC
1615-80-1,1,CCNNCC
557-18-6,1,C[CH2-].C[CH2-].[Mg+2]
627-53-2,1,CC[Se]CC
557-20-0,1,C[CH2-].C[CH2-].[Zn+2]
100-36-7,1,CCN(CC)CCN
100-37-8,1,CCN(CC)CCO
352-93-2,1,CCSCC
109-93-3,1,C=COC=C
3054-95-3,1,CCOC(C=C)OCC
462-95-3,1,CCOCOCC
105-57-7,1,CCOC(C)OCC
108-18-9,1,CC(C)NC(C)C
110-97-4,1,CC(CNCC(C)O)O
741-58-2,1,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1
7087-68-5,1,CCN(C(C)C)C(C)C
96-80-0,1,CC(C)N(CCO)C(C)C
110-96-3,1,CC(C)CNCC(C)C
108-83-8,1,CC(C)CC(=O)CC(C)C
544-01-4,1,CC(C)CCOCCC(C)C
27215-10-7,1,CC(C)CCCCCOP(=O)(O)OCCCCCC(C)C
142-84-7,1,CCCNCCC
16066-38-9,1,CCCOC(=O)OOC(=O)OCCC
111-92-2,1,CCCCNCCCC
102-81-8,1,CCCCN(CCCC)CCO
16215-49-9,1,CCCCOC(=O)OOC(=O)OCCCC
2050-92-2,1,CCCCCNCCCCC
626-23-3,1,CCC(C)NC(C)CC
8014-95-7,1,OS(=O)(=O)O.O=S(=O)=O
14293-78-8,1,[O-][V](=O)([O-])[O-].[K+].[K+].[K+]
50-76-0,1,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
110-00-9,1,C1=COC=C1
98-00-0,1,C1=COC(=C1)CO
527-69-5,1,C1=COC(=C1)C(=O)Cl
7782-41-4,1,FF
70-34-8,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
348-54-9,1,C1=CC=C(C(=C1)N)F
371-40-4,1,C1=CC(=CC=C1N)F
462-06-6,1,C1=CC=C(C=C1)F
25496-08-6,1,CC1=CC=C(C=C1)F.CC1=CC(=CC=C1)F.CC1=CC=CC=C1F
16923-95-8,1,F[Zr-2](F)(F)(F)(F)F.[K+].[K+]
16871-90-2,1,F[Si-2](F)(F)(F)(F)F.[K+].[K+]
16893-85-9,1,F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
12125-01-8,1,[NH4+].[F-]
7787-32-8,1,[F-].[F-].[Ba+2]
7790-79-6,1,F[Cd]F
7788-97-8,1,F[Cr](F)F
7783-39-3,1,F[Hg]F
10026-18-3,1,F[Co](F)F
7789-23-3,1,[F-].[K+]
13709-38-1,1,F[La](F)F
7789-24-4,1,[Li+].[F-]
7681-49-4,1,[F-].[Na+]
7783-46-2,1,F[Pb]F
7664-39-3,1,F
1333-83-1,1,F.[F-].[Na+]
13446-74-7,1,[F-].[Rb+]
13400-13-0,1,[F-].[Cs+]
7789-19-7,1,F[Cu]F
7783-49-5,1,[F-].[F-].[Zn+2]
10026-17-2,1,F[Co]F
7789-21-1,1,OS(=O)(=O)F
95-52-3,1,CC1=CC=CC=C1F
352-70-5,1,CC1=CC(=CC=C1)F
352-32-9,1,CC1=CC=C(C=C1)F
593-53-3,1,CF
13537-32-1,1,OP(=O)(O)F
16872-11-0,1,[H+].[B-](F)(F)(F)F
36422-95-4,1,[B-](F)(F)(F)F.CC1=C(C=CC(=C1)[N+]#N)N2CCCC2
14486-19-2,1,[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Cd+2]
13814-96-5,1,[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Pb+2]
13826-88-5,1,[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Zn+2]
14104-20-2,1,[B-](F)(F)(F)F.[Ag+]
14874-86-3,1,[Be+2].[NH4+].[NH4+].[F-].[F-].[F-].[F-]
16924-00-8,1,F[Ta-2](F)(F)(F)(F)(F)F.[K+].[K+]
144-49-0,1,C(C(=O)O)F
2343-36-4,1,C1=CC=C(C=C1)NNC(=O)CF
23745-86-0,1,C(C(=O)[O-])F.[K+]
453-18-9,1,COC(=O)CF
62-74-8,1,C(C(=O)[O-])F.[Na+]
459-72-3,1,CCOC(=O)CF
353-36-6,1,CCF
640-19-7,1,C(C(=O)N)F
7440-70-2,1,[Ca]
7440-70-2,1,[Ca]
15825-70-4,1,C([C@H]([C@H]([C@@H]([C@@H](CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
10450-60-9,1,OI(=O)(O)(O)(O)O
13446-11-2,1,[NH4+].[O-]I(=O)(=O)=O
13718-58-6,1,[O-]I(=O)(=O)=O.[O-]I(=O)(=O)=O.[Ba+2]
7790-21-8,1,[O-]I(=O)(=O)=O.[K+]
7790-28-5,1,[O-]I(=O)(=O)=O.[Na+]
7601-90-3,1,OCl(=O)(=O)=O
7790-98-9,1,[NH4+].[O-]Cl(=O)(=O)=O
13465-95-7,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Ba+2]
13477-36-6,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Ca+2]
7778-74-7,1,[O-]Cl(=O)(=O)=O.[K+]
10034-81-8,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Mg+2]
7601-89-0,1,[O-]Cl(=O)(=O)=O.[Na+]
13637-76-8,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Pb+2]
13450-97-0,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Sr+2]
13520-69-9,1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Fe+2]
7783-93-9,1,[O-]Cl(=O)(=O)=O.[Ag+]
7787-36-2,1,[O-][Mn](=O)(=O)=O.[O-][Mn](=O)(=O)=O.[Ba+2]
10118-76-0,1,[O-][Mn](=O)(=O)=O.[O-][Mn](=O)(=O)=O.[Ca+2]
7722-64-7,1,[O-][Mn](=O)(=O)=O.[K+]
10101-50-5,1,[O-][Mn](=O)(=O)=O.[Na+]
23414-72-4,1,[O-][Mn](=O)(=O)=O.[O-][Mn](=O)(=O)=O.[Zn+2]
7783-98-4,1,[O-][Mn](=O)(=O)=O.[Ag+]
7440-43-9,1,[Cd]
7789-00-6,1,[O-][Cr](=O)(=O)[O-].[K+].[K+]
7758-97-6,1,[O-][Cr](=O)(=O)[O-].[Pb+2]
7738-94-5,1,O[Cr](=O)(=O)O
1189-85-1,1,CC(C)(C)[O-].CC(C)(C)[O-].O.O.[Cr+2]
646-20-8,1,C(CCC#N)CCC#N
629-08-3,1,CCCCCCC#N
628-71-7,1,CCCCCC#C
111-14-8,1,CCCCCCC(=O)O
110-43-0,1,CCCCCC(=O)C
106-35-4,1,CCCCC(=O)CC
123-19-3,1,CCCC(=O)CCC
592-76-7,1,CCCCCC=C
592-77-8,1,CCCCC=CC
592-78-9,1,CCCC=CCC
7439-97-6,1,[Hg]
15271-41-7,1,CNC(=O)O/N=C/1\[C@H]2C[C@@H]([C@H]1Cl)C[C@H]2C#N
7440-21-3,1,[Si]
12013-56-8,1,[Si-].[Si-].[Ca+2]
12013-55-7,1,[Si]=[Ca]
68848-64-6,1,[Li].[Si]
11120-22-2,1,[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Pb]
64082-35-5,1,[Li+].[Si-]#[Fe]
111-19-3,1,C(CCCCC(=O)Cl)CCCC(=O)Cl
872-05-9,1,CCCCCCCCC=C
7727-54-0,1,[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]
16111-62-9,1,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC
52238-68-3,1,CC(CCOOC(=O)C(=O)OOCCC(C)OC)OC
3313-92-6,1,C(=O)([O-])OOC(=O)[O-].[Na+].[Na+]
7775-27-1,1,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[Na+].[Na+]
7616-94-6,1,O=Cl(=O)(=O)F
11138-47-9,1,B(O)(O)[O-].[Na+]
110972-57-1,1,CC(CC(C)(C)OOOC(=O)CCC(C)(C)C)O
26748-41-4,1,CC(C)(C)CCCCCC(=O)OOC(C)(C)C
13122-18-4,1,CC(CC(=O)OOC(C)(C)C)CC(C)(C)C
614-45-9,1,CC(C)(C)OOC(=O)C1=CC=CC=C1
23474-91-1,1,CC=CC(=O)OOC(C)(C)C
1304-29-6,1,[O-][O-].[Ba+2]
4511-39-1,1,CCC(C)(C)OOC(=O)C1=CC=CC=C1
3248-28-0,1,CCC(=O)OOC(=O)CC
133-14-2,1,C1=CC(=C(C=C1Cl)Cl)C(=O)OOC(=O)C2=C(C=C(C=C2)Cl)Cl
94-17-7,1,C1=CC(=CC=C1C(=O)OOC(=O)C2=CC=C(C=C2)Cl)Cl
94-36-0,1,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
762-12-9,1,CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC
123-23-9,1,C(CC(=O)OOC(=O)CCC(=O)O)C(=O)O
2614-76-8,1,CC(C)(OO)OO
52326-66-6,1,CCCCCCCCCCCCCCCCCCOOC(=O)C(=O)OOCCCCCCCCCCCCCCCCCC
2144-45-8,1,C1=CC=C(C=C1)COC(=O)OOC(=O)OCC2=CC=CC=C2
14666-78-5,1,CCOC(=O)OOC(=O)OCC
105-64-6,1,CC(C)OC(=O)OOC(=O)OC(C)C
110-22-5,1,CC(=O)OOC(=O)C
80-43-3,1,CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2
3437-84-1,1,CC(C)C(=O)OOC(=O)C(C)C
105-74-8,1,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC
762-16-3,1,CCCCCCCC(=O)OOC(=O)CCCCCCC
1305-79-9,1,[O-][O-].[Ca+2]
78-18-2,1,C1CCC(CC1)(O)OOC2(CCCCC2)OO
1338-23-4,1,CCC(C)(OO)OOC(C)(CC)OO
28056-59-9,1,CC(=O)CC(C)(C)OO
17014-71-0,1,[O-][O-].[K+].[K+]
12031-80-0,1,[Li+].[Li+].[O-][O-]
15042-77-0,1,CC(C)(C)OOC(=O)C1=CC=CC=C1C(=O)O
1335-26-8,1,[O-][O-].[Mg+2]
1313-60-6,1,[O-][O-].[Na+].[Na+]
124-43-6,1,C(=O)(N)N.OO
93-59-4,1,C1=CC=C(C=C1)C(=O)OO
80-47-7,1,CC1CCC(CC1)C(C)(C)OO
25155-25-3,1,CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C
7722-84-1,1,OO
75-91-2,1,CC(C)(C)OO
771-29-9,1,C1CC(C2=CC=CC=C2C1)OO
1314-18-7,1,[O-][O-].[Sr+2]
15630-89-4,1,C(=O)([O-])[O-].C(=O)([O-])[O-].OO.OO.OO.[Na+].[Na+].[Na+].[Na+]
1314-22-3,1,OO.[Zn]
26748-38-9,1,CC(C)(C)CCC(=O)OOC(C)(C)C
228415-62-1,1,CCCCC(CC)C(=O)OOC(C)(CC(C)C)OOC(=O)C(C)(C)C
644-31-5,1,CC(=O)OOC(=O)C1=CC=CC=C1
37206-20-5,1,CC(=O)CC(C)(C)OO
3851-87-4,1,CC(CC(=O)OOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C
23383-59-7,1,CC(C)(C)C(=O)OOC(C)(C)C1=CC=CC=C1
22288-41-1,1,CC(C)(C)CC(C)(C)OOC(=O)C(C)(C)C
2372-21-6,1,CC(C)OC(=O)OOC(C)(C)C
1561-49-5,1,C1CCC(CC1)OC(=O)OOC(=O)OC2CCCCC2
19910-65-7,1,CCC(C)OC(=O)OOC(=O)OC(C)CC
79-21-0,1,CC(=O)OO
107-71-1,1,CC(=O)OOC(C)(C)C
507-60-8,1,CC(=O)O[C@@H]1C[C@@]2([C@H](CC[C@]3([C@@]2(CC[C@@H]3C4=COC(=O)C=C4)O)C)[C@@]5(C1=C[C@H](CC5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O
7440-59-7,1,[He]
100-46-9,1,C1=CC=C(C=C1)CN
581-64-6,1,C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2.[Cl-]
2516-33-8,1,C1CC1CO
75-19-4,1,C1CC1
287-23-0,1,C1CCC1
544-25-2,1,C1C=CC=CC=C1
502-42-1,1,C1CCCC(=O)CC1
291-64-5,1,C1CCCCCC1
628-92-2,1,C1CCC=CCC1
108-91-8,1,C1CCC(CC1)N
694-83-7,1,C1CCC(C(C1)N)N
592-57-4,1,C1CC=CC=C1
628-41-1,1,C1C=CCC=C1
3129-91-7,1,C1CCC(CC1)NC2CCCCC2.N(=O)O
1569-69-3,1,C1CCC(CC1)S
1678-98-4,1,CC(C)CC1CCCCC1
1678-93-9,1,CCCCC1CCCCC1
108-94-1,1,C1CCC(=O)CC1
110-82-7,1,C1CCCCC1
110-83-8,1,C1CCC=CC1
930-68-7,1,C1CC=CC(=O)C1
10137-69-6,1,C1CC(CC=C1)[Si](Cl)(Cl)Cl
121-82-4,1,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
121-82-4,1,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
2691-41-0,1,C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
61789-51-3,1,CCC1CCC(C1)CCC(=O)[O-].CCC1CCC(C1)CCC(=O)[O-].[Co+2]
12001-85-3,1,CCC1CCC(C1)CCC(=O)[O-].CCC1CCC(C1)CCC(=O)[O-].[Zn+2]
1003-03-8,1,C1CCC(C1)N
96-41-3,1,C1CCC(C1)O
542-92-7,1,C1C=CC=C1
120-92-3,1,C1CCC(=O)C1
287-92-3,1,C1CCCC1
142-29-0,1,C1CC=CC1
3806-59-5,1,C1C/C=C\C=C/CC1
111-78-4,1,C1/C=C\CC/C=C\C1
629-20-9,1,C\1=C\C=C/C=C\C=C1
292-64-8,1,C1CCCCCCC1
931-87-3,1,C1CCC/C=C\CC1
765-34-4,1,C1C(O1)C=O
122-60-1,1,C1C(O1)COC2=CC=CC=C2
75-56-9,1,CC1CO1
106-88-7,1,CCC1CO1
75-21-8,1,C1CO1
470-82-6,1,CC1(C2CCC(O1)(CC2)C)C
63951-45-1,1,CCC(C)C(=O)O[C@H]1CC[C@]2(C3[C@@]1(O[C@@]24CC5C6CN7C[C@H](CC[C@H]7[C@@](C6[C@H](C([C@]5(C4[C@@H](C3)O)O)OC(=O)C(C)(CC)O)O)(C)O)C)O)C
19779-06-7,1,CCCCCC[O-].[Na+]
124-09-4,1,C(CCCN)CCN
111-69-3,1,C(CCC#N)CC#N
592-48-3,1,CC/C=C/C=C
592-45-0,1,C/C=C/CC=C
592-42-7,1,C=CCCC=C
592-46-1,1,C/C=C/C=C/C
111-50-2,1,C(CCC(=O)Cl)CC(=O)Cl
928-65-4,1,CCCCCC[Si](Cl)(Cl)Cl
628-73-9,1,CCCCCC#N
111-31-9,1,CCCCCCS
693-02-7,1,CCCCC#C
764-35-2,1,CCCC#CC
928-49-4,1,CCC#CCC
142-62-1,1,CCCCCC(=O)O
591-78-6,1,CCCCC(=O)C
589-38-8,1,CCCC(=O)CC
592-41-6,1,CCCCC=C
592-43-8,1,CCC/C=C/C
10138-60-0,1,C/C=C/C(C#C)O
109-49-9,1,CC(=O)CCC=C
142-61-0,1,CCCCCC(=O)Cl
7440-55-3,1,[Ga]
108-88-3,1,CC1=CC=CC=C1
584-84-9,1,CC1=C(C=C(C=C1)N=C=O)N=C=O
496-74-2,1,CC1=CC(=C(C=C1)S)S
137-06-4,1,CC1=CC=CC=C1S
108-40-7,1,CC1=CC(=CC=C1)S
106-45-6,1,CC1=CC=C(C=C1)S
67-56-1,1,CO
865-33-8,1,C[O-].[K+]
124-41-4,1,C[O-].[Na+]
95-48-7,1,CC1=CC=CC=C1O
108-39-4,1,CC1=CC(=CC=C1)O
